code,label,description,parent,kind,in_plot
T950,T95.0,"Sequelae of burn, corrosion and frostbite of head and neck",T95,subcategory,1
T951,T95.1,"Sequelae of burn, corrosion and frostbite of trunk",T95,subcategory,1
T952,T95.2,"Sequelae of burn, corrosion and frostbite of upper limb",T95,subcategory,1
T953,T95.3,"Sequelae of burn, corrosion and frostbite of lower limb",T95,subcategory,1
T958,T95.8,"Sequelae of other specified burn, corrosion and frostbite",T95,subcategory,1
T959,T95.9,"Sequelae of unspecified burn, corrosion and frostbite",T95,subcategory,1
T96,T96,"Sequelae of poisoning by drugs, medicaments and biological substances",T90-T98,category,1
T97,T97,Sequelae of toxic effects of substances chiefly nonmedicinal as to source,T90-T98,category,1
T98,T98,Sequelae of other and unspecified effects of external causes,T90-T98,category,0
T980,T98.0,Sequelae of effects of foreign body entering through natural orifice,T98,subcategory,1
T981,T98.1,Sequelae of other and unspecified effects of external causes,T98,subcategory,1
T983,T98.3,"Sequelae of complications of surgical and medical care, not elsewhere classified",T98,subcategory,1
U04,U04,Severe acute respiratory syndrome [SARS],U00-U49,category,0
U049,U04.9,"Severe acute respiratory syndrome [SARS], unspecified",U04,subcategory,1
U07,U07,Emergency use of U07,U00-U49,category,0
U070,U07.0,Vaping-related disorder,U07,subcategory,1
U071,U07.1,COVID-19 virus identified,U07,subcategory,1
U072,U07.2,COVID-19 virus not identified,U07,subcategory,1
U073,U07.3,Emergency use of U07.3,U07,subcategory,1
U074,U07.4,Emergency use of U07.4,U07,subcategory,1
U076,U07.6,Emergency use of U07.6,U07,subcategory,1
U077,U07.7,Emergency use of U07.7,U07,subcategory,1
U51,U51,Admission status on psychiatric patients,U00-U49,category,0
U510,U51.0,Not Previously admitted to a psyciatric hospital,U51,subcategory,1
U511,U51.1,Previously admitted to a psychiatric hospital of the provider,U51,subcategory,1
U52,U52,First in a series of a regular day/night admissions,U00-U49,category,1
U80,U80,Agent resistant to penicillin and related antibiotics,U00-U49,category,0
U800,U80.0,Penicillin resistant agent,U80,subcategory,1
U801,U80.1,Methicillin resistant agent,U80,subcategory,1
U808,U80.8,Agent resistant to other penicillin-related antibiotic,U80,subcategory,1
U81,U81,Agent resistant to vancomycin and related antibiotics,U00-U49,category,0
U810,U81.0,Vancomycin resistant agent,U81,subcategory,1
U818,U81.8,Agent resistant to other vancomycin-related antibiotic,U81,subcategory,1
U82,U82,Resistance to betalactam antibiotics,U82-U85,category,0
U820,U82.0,Resistance to penicillin,U82,subcategory,1
U821,U82.1,Resistance to methicillin,U82,subcategory,1
U822,U82.2,Extended spectrum betalactamase (ESBL) resistance,U82,subcategory,1
U828,U82.8,Resistance to other betalactam antibiotics,U82,subcategory,1
U829,U82.9,"Resistance to betalactam antibiotics, unspecified",U82,subcategory,1
U83,U83,Resistance to other antibiotics,U82-U85,category,0
U830,U83.0,Resistance to vancomycin,U83,subcategory,1
U831,U83.1,Resistance to other vancomycin related antibiotics,U83,subcategory,1
U832,U83.2,Resistance to quinolones,U83,subcategory,1
U837,U83.7,Resistance to multiple antibiotics,U83,subcategory,1
U838,U83.8,Resistance to other single specified antibiotic,U83,subcategory,1
U839,U83.9,Resistance to unspecified antibiotic,U83,subcategory,1
U84,U84,Resistance to other antimicrobial drugs,U82-U85,category,0
U840,U84.0,Resistance to antiparasitic drug(s),U84,subcategory,1
U841,U84.1,Resistance to antifungal drug(s),U84,subcategory,1
U842,U84.2,Resistance to antiviral drug(s),U84,subcategory,1
U847,U84.7,Resistance to multiple antimicrobial drugs,U84,subcategory,1
U848,U84.8,Resistance to other specified antimicrobial drug,U84,subcategory,1
U849,U84.9,Resistance to unspecified antimicrobial drugs,U84,subcategory,1
U85,U85,Resistance to antineoplastic drugs,U82-U85,category,1
U88,U88,Agent resistant to multiple antibiotics,U82-U85,category,1
U89,U89,Agent resistant to other and unspecified antibiotics,U82-U85,category,0
U898,U89.8,Agent resistant to other single specified antibiotic,U89,subcategory,1
U899,U89.9,Agent resistant to unspecified antibiotic,U89,subcategory,1
V01,V01,Pedestrian injured in collision with pedal cycle,V01-V09,category,1
V010,V01.0,Nontraffic accident,V01,subcategory,1
V0100,V01.00,Pedestrian on foot injured in collision with pedal cycle in nontraffic accident,V010,extension,1
V011,V01.1,Traffic accident,V01,subcategory,1
V019,V01.9,Unspecified whether traffic or nontraffic accident,V01,subcategory,1
V02,V02,Pedestrian injured in collision with two- or three-wheeled motor vehicle,V01-V09,category,0
V020,V02.0,Nontraffic accident,V02,subcategory,1
V021,V02.1,Traffic accident,V02,subcategory,1
V029,V02.9,Unspecified whether traffic or nontraffic accident,V02,subcategory,1
V03,V03,"Pedestrian injured in collision with car, pick-up truck or van",V01-V09,category,1
V030,V03.0,Nontraffic accident,V03,subcategory,1
V0308,V03.08,"Pedestrian injured in collision with car, pick-up truck or van; nontraffic accident; while engaged in other specified activities",V030,extension,1
V031,V03.1,Traffic accident,V03,subcategory,1
V0310,V03.10,"Pedestrian on foot injured in collision with car, pick-up truck or van in traffic accident",V031,extension,1
V0319,V03.19,"Pedestrian with other conveyance injured in collision with car, pick-up truck or van in traffic accident",V031,extension,1
V039,V03.9,Unspecified whether traffic or nontraffic accident,V03,subcategory,1
V04,V04,Pedestrian injured in collision with heavy transport vehicle or bus,V01-V09,category,0
V041,V04.1,Traffic accident,V04,subcategory,1
V05,V05,Pedestrian injured in collision with railway train or railway vehicle,V01-V09,category,0
V051,V05.1,Traffic accident,V05,subcategory,1
V059,V05.9,Unspecified whether traffic or nontraffic accident,V05,subcategory,1
V06,V06,Pedestrian injured in collision with other nonmotor vehicle,V01-V09,category,0
V060,V06.0,Nontraffic accident,V06,subcategory,1
V09,V09,Pedestrian injured in other and unspecified transport accidents,V01-V09,category,0
V090,V09.0,Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles,V09,subcategory,1
V091,V09.1,Pedestrian injured in unspecified nontraffic accident,V09,subcategory,1
V092,V09.2,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09,subcategory,1
V093,V09.3,Pedestrian injured in unspecified traffic accident,V09,subcategory,1
V099,V09.9,Pedestrian injured in unspecified transport accident,V09,subcategory,1
V10,V10,Pedal cyclist injured in collision with pedestrian or animal,V10-V19,category,0
V100,V10.0,Driver injured in nontraffic accident,V10,subcategory,1
V102,V10.2,Unspecified pedal cyclist injured in nontraffic accident,V10,subcategory,1
V104,V10.4,Driver injured in traffic accident,V10,subcategory,1
V11,V11,Pedal cyclist injured in collision with other pedal cycle,V10-V19,category,1
V110,V11.0,Driver injured in nontraffic accident,V11,subcategory,1
V112,V11.2,Unspecified pedal cyclist injured in nontraffic accident,V11,subcategory,1
V114,V11.4,Driver injured in traffic accident,V11,subcategory,1
V119,V11.9,Unspecified pedal cyclist injured in traffic accident,V11,subcategory,1
V12,V12,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,V10-V19,category,0
V124,V12.4,Driver injured in traffic accident,V12,subcategory,1
V129,V12.9,Unspecified pedal cyclist injured in traffic accident,V12,subcategory,1
V13,V13,"Pedal cyclist injured in collision with car, pick-up truck or van",V10-V19,category,1
V130,V13.0,Driver injured in nontraffic accident,V13,subcategory,1
V132,V13.2,Unspecified pedal cyclist injured in nontraffic accident,V13,subcategory,1
V1328,V13.28,"Pedal cyclist injured in collision with car, pick-up truck or van; unspecified pedal cyclist injured in nontraffic accident; while engaged in other specified activities",V132,extension,1
V134,V13.4,Driver injured in traffic accident,V13,subcategory,1
V135,V13.5,Passenger injured in traffic accident,V13,subcategory,1
V139,V13.9,Unspecified pedal cyclist injured in traffic accident,V13,subcategory,1
V14,V14,Pedal cyclist injured in collision with heavy transport vehicle or bus,V10-V19,category,0
V140,V14.0,Driver injured in nontraffic accident,V14,subcategory,1
V144,V14.4,Driver injured in traffic accident,V14,subcategory,1
V149,V14.9,Unspecified pedal cyclist injured in traffic accident,V14,subcategory,1
V16,V16,Pedal cyclist injured in collision with other nonmotor vehicle,V10-V19,category,0
V160,V16.0,Driver injured in nontraffic accident,V16,subcategory,1
V17,V17,Pedal cyclist injured in collision with fixed or stationary object,V10-V19,category,1
V170,V17.0,Driver injured in nontraffic accident,V17,subcategory,1
V171,V17.1,Passenger injured in nontraffic accident,V17,subcategory,1
V172,V17.2,Unspecified pedal cyclist injured in nontraffic accident,V17,subcategory,1
V174,V17.4,Driver injured in traffic accident,V17,subcategory,1
V179,V17.9,Unspecified pedal cyclist injured in traffic accident,V17,subcategory,1
V18,V18,Pedal cyclist injured in noncollision transport accident,V10-V19,category,1
V180,V18.0,Driver injured in nontraffic accident,V18,subcategory,1
V181,V18.1,Passenger injured in nontraffic accident,V18,subcategory,1
V182,V18.2,Unspecified pedal cyclist injured in nontraffic accident,V18,subcategory,1
V183,V18.3,Person injured while boarding or alighting,V18,subcategory,1
V184,V18.4,Driver injured in traffic accident,V18,subcategory,1
V1849,V18.49,Pedal cyclist injured in noncollision transport accident; driver injured in traffic accident ; during unspecified activity,V184,extension,1
V185,V18.5,Passenger injured in traffic accident,V18,subcategory,1
V189,V18.9,Unspecified pedal cyclist injured in traffic accident,V18,subcategory,1
V19,V19,Pedal cyclist injured in other and unspecified transport accidents,V10-V19,category,0
V190,V19.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,V19,subcategory,1
V192,V19.2,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident,V19,subcategory,1
V1929,V19.29,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident; During unspecified activity,V192,extension,1
V193,V19.3,Pedal cyclist [any] injured in an unspecified nontraffic accident,V19,subcategory,1
V194,V19.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V19,subcategory,1
V195,V19.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,V19,subcategory,1
V196,V19.6,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident,V19,subcategory,1
V1960,V19.60,Unspecified pedal cyclist injured in collision with unspecified motor vehicles in traffic accident,V196,extension,1
V198,V19.8,Pedal cyclist [any] injured in other specified transport accidents,V19,subcategory,1
V199,V19.9,Pedal cyclist [any] injured in unspecified traffic accident,V19,subcategory,1
V20,V20,Motorcycle rider injured in collision with pedestrian or animal,V20-V29,category,0
V200,V20.0,Driver injured in nontraffic accident,V20,subcategory,1
V204,V20.4,Driver injured in traffic accident,V20,subcategory,1
V22,V22,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle,V20-V29,category,0
V220,V22.0,Driver injured in nontraffic accident,V22,subcategory,1
V224,V22.4,Driver injured in traffic accident,V22,subcategory,1
V229,V22.9,Unspecified motorcycle rider injured in traffic accident,V22,subcategory,1
V23,V23,"Motorcycle rider injured in collision with car, pick-up truck or van",V20-V29,category,0
V230,V23.0,Driver injured in nontraffic accident,V23,subcategory,1
V231,V23.1,Passenger injured in nontraffic accident,V23,subcategory,1
V234,V23.4,Driver injured in traffic accident,V23,subcategory,1
V235,V23.5,Passenger injured in traffic accident,V23,subcategory,1
V239,V23.9,Unspecified motorcycle rider injured in traffic accident,V23,subcategory,1
V24,V24,Motorcycle rider injured in collision with heavy transport vehicle or bus,V20-V29,category,0
V244,V24.4,Driver injured in traffic accident,V24,subcategory,1
V25,V25,Motorcycle rider injured in collision with railway train or railway vehicle,V20-V29,category,0
V255,V25.5,Passenger injured in traffic accident,V25,subcategory,1
V27,V27,Motorcycle rider injured in collision with fixed or stationary object,V20-V29,category,0
V270,V27.0,Driver injured in nontraffic accident,V27,subcategory,1
V2709,V27.09,Motorcycle rider injured in collision with fixed or stationary object; driver injured in nontraffic accident; during unspecified activity,V270,extension,1
V274,V27.4,Driver injured in traffic accident,V27,subcategory,1
V279,V27.9,Unspecified motorcycle rider injured in traffic accident,V27,subcategory,1
V28,V28,Motorcycle rider injured in noncollision transport accident,V20-V29,category,0
V280,V28.0,Driver injured in nontraffic accident,V28,subcategory,1
V281,V28.1,Passenger injured in nontraffic accident,V28,subcategory,1
V282,V28.2,Unspecified motorcycle rider injured in nontraffic accident,V28,subcategory,1
V283,V28.3,Person injured while boarding or alighting,V28,subcategory,1
V284,V28.4,Driver injured in traffic accident,V28,subcategory,1
V285,V28.5,Passenger injured in traffic accident,V28,subcategory,1
V289,V28.9,Unspecified motorcycle rider injured in traffic accident,V28,subcategory,1
V29,V29,Motorcycle rider injured in other and unspecified transport accidents,V20-V29,category,1
V293,V29.3,Motorcycle rider [any] injured in unspecified nontraffic accident,V29,subcategory,1
V294,V29.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V29,subcategory,1
V2949,V29.49,Motorcycle driver injured in collision with other motor vehicles in traffic accident,V294,extension,1
V296,V29.6,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident,V29,subcategory,1
V2969,V29.69,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident; during unspecified activity,V296,extension,1
V298,V29.8,Motorcycle rider [any] injured in other specified transport accidents,V29,subcategory,1
